"WEEK";"DAY";"CUSTOMER_ID";"ARTICLE_ID";"PURCHASE_AMOUNTS";"WORKER_ID";"TRANSACTION_TYPE"
0;1;"c_813fefbc-2dae-4ad4-bef8-839f63e89772";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_5c3ac9df-fa05-4b69-83d5-d574d55431a9";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_1f11f04b-580d-48cb-86e6-7f232cd2ad7b";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_469de0b9-f8d5-4938-9d5a-621afc7c3062";"6";"3";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_b4fd4b91-6144-43d8-9853-846d57369219";"6";"2";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_9ffa0891-0c46-43a7-bd8e-f5385282cae8";"6";"1";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_344391b7-3d12-4605-aa4b-fcb6c3fca373";"6";"2";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_73e7b107-61d1-41a4-9239-8bb02629148f";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_29acca48-57d3-4965-846a-8b1f47e5e169";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_2919d290-f81e-4dba-aa44-f3f04ee763c8";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_827a7eed-bde8-4a29-b0f9-b3f369071548";"6";"1";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_d321fc9c-0049-4f33-9522-5e2210806669";"6";"2";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_92c0b090-436e-4882-a21c-50c5587cdef5";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_27325ab5-3c0a-48d4-8605-ffcba39c86ee";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_d9f2dc2b-f44b-40d4-989d-f8ec9c13e7a3";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_8cdbfdf4-8f5a-4440-acda-870a6c1b0a31";"6";"1";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_da03e152-9aba-4e17-951b-92a8d41c349a";"6";"1";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_bb9b688e-ecce-469d-a498-1858ddc332e3";"6";"1";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_6e336428-610b-4f8a-8a37-7e8174e23344";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_9a13ed11-61af-497d-8935-b039aba99618";"6";"2";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_323d4f69-52c9-4164-9eda-d65aeb98bddd";"6";"2";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_323d4f69-52c9-4164-9eda-d65aeb98bddd";"7";"2";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_efdad6f6-f378-4aa5-a030-a863cd64c5e3";"6";"2";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_25876314-6ff5-4922-a4d5-67ea664d03cc";"6";"2";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_3751137e-f16d-4f1c-8339-24e2575f7b60";"6";"2";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_527b13a2-c311-40fa-b90a-e06e6e30d98d";"6";"2";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_ba290271-02f9-412c-b153-889b308f8597";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_ba290271-02f9-412c-b153-889b308f8597";"7";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_5f2b66e8-0197-4f26-b9f4-14c25b18417c";"6";"1";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_ea63213e-08fb-48bb-b8e1-24610392b4fd";"6";"3";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_66411de4-9021-426f-a0e7-1de7b940409a";"6";"3";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_33e8e22f-e576-468b-81d9-2bc958cfa756";"6";"2";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_73787ea4-840e-401e-8fb5-870feb7dbfd0";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_244c1ab7-3335-4ad8-9503-5e53764082a0";"6";"3";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_13348373-4b34-411c-b7ff-31b5b4df8427";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_25ca823c-53f5-4982-be92-5ddfbe9f9a21";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_1bdb69f8-d644-42c8-9da3-b6870234fb50";"6";"2";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_de11aa59-b4ed-44c0-8604-7482924efd6a";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_1c31b425-8cee-43ba-9739-71b757360dfd";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_ee93ae42-640d-4ad5-ad71-ffed1b1b0f88";"6";"3";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_f2025b06-fdf5-4cf5-9086-7e47d274c1ad";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_56f2efe5-f063-41d8-8809-077f86cd2937";"6";"2";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_cf1da6bb-d9bc-413d-8581-31e60486622c";"6";"3";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_31375f4c-ff68-494b-a717-20c521c63b0c";"6";"2";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_95532f9e-6269-4293-8f53-10bac5313a8f";"6";"1";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_37a4785e-b331-44df-b22d-4580efa375f6";"6";"1";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_4f4a9923-82e1-4e23-8daf-6c8b7b1e0008";"6";"2";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_c01f4da1-169b-44b1-a43a-ed501da70241";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_9c5fc2e6-f616-482e-ab96-0e961431b4ef";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_6eae1c03-ba37-43ab-996a-923e4118bf74";"6";"2";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_5ab41336-218b-46d7-9da1-608df0077e2e";"6";"1";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_1b05ed8b-9fe4-4d7e-a944-fa4b7d74f443";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_655b52b6-b856-4d7b-acf6-8e4134a64678";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_655b52b6-b856-4d7b-acf6-8e4134a64678";"7";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_58075187-cd30-4516-a7f1-96669e652a37";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_2b4eb9da-e1f8-43c9-98ef-e1480695a79b";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_2b4eb9da-e1f8-43c9-98ef-e1480695a79b";"7";"2";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_a3e2e7d3-198e-4fac-9229-1cd60d588f79";"6";"2";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_74a30063-2642-448b-a19b-9ea48a8c83f6";"6";"2";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_9d336ead-eb7c-4d9c-9939-7bc799effbbe";"6";"1";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_378c656a-ff90-4db2-8985-9fc905fd7adf";"6";"1";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_2ee7c58b-eda2-461d-a0f2-376b577acc45";"6";"2";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_c6edc7a6-69aa-433d-b864-346ebd8e218d";"6";"1";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_d75ccf41-07f5-423f-9c05-01c2f51550e2";"6";"3";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_878ecfe5-1949-4f9e-8c57-419e62aebb6c";"6";"3";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_84585886-9641-42d4-b3ff-6ff5e27547d0";"6";"2";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_e872d373-00da-4fdb-8ee7-b81706e52e9a";"6";"1";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_43710f96-7998-4783-b19a-231013275141";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_9cc1cb9a-ecf0-4853-bb46-43e46fd136a1";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_43d14253-14db-46ea-9ed9-214829a8edc7";"6";"2";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_7db6d2db-4b22-49f4-a95d-bd343bea7dbe";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_504c0b7a-61b5-419d-9bc9-c8774659f407";"6";"3";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_605e674f-435b-4da7-bd59-17426b34949a";"6";"2";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_84c53113-d5a3-4a0b-9e7a-0d446e4b7fc0";"6";"1";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_f84e79aa-ec18-4fd3-a7fc-ceb0155cc228";"6";"2";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_c262f1a9-7f92-4432-b082-dc1e4c417a8a";"6";"3";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_c01f4da1-169b-44b1-a43a-ed501da70241";"6";"1";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_bde527af-ceed-420f-a03f-f9918cf29798";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_03234da0-6962-4332-aa5b-b2c3a3cced98";"6";"1";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_75094e75-eadb-4e6a-84d4-7f18240389b3";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_1cb3c818-c078-4147-a322-42522ad25401";"6";"3";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_59473791-5dba-4bd3-ac33-d01399ea3279";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_b7e570e8-a437-48dc-af9c-6a0d984bc71e";"7";"4";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_b7e570e8-a437-48dc-af9c-6a0d984bc71e";"6";"4";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_b7e570e8-a437-48dc-af9c-6a0d984bc71e";"5";"3";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_f64f9b00-6077-4817-9564-c3f781e3b4b6";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_8a1ae0ce-6ec1-4a75-84cd-b41a783a7e99";"6";"2";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_939e0df5-9911-4c31-99c7-3ec0c9816231";"6";"2";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_86eab7ab-3ab5-41ae-b782-45d81d0e50ec";"6";"3";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_255c1c0b-8287-45b1-8e76-78f0496e6f7c";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_9a169dc8-c5a3-459e-92c7-e3dd64e18cfd";"6";"1";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_fb0b4bab-64ca-4293-9516-d2111871f195";"6";"3";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_07dbad8c-5192-4369-b351-c0750c7da866";"6";"2";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_bdc329c6-0280-4ca2-bbdd-34c397f590bd";"6";"2";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_b8ab94df-c9bb-45a7-9c22-55b6c63068cb";"6";"2";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_f3bba68a-210f-4305-9ada-fbfc13e0e6d4";"6";"1";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_54e09a56-c8a5-444a-bcca-fe844d933747";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_ffd8070f-f845-4126-9092-e3900dc1ee2e";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_96df9619-4bf6-49e4-93bb-8b338fa254e4";"6";"3";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_d28d33a1-ca48-43f9-9074-437e2d67ba43";"6";"3";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_d1015ba3-7733-4878-89de-ca4d821618f4";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_d1015ba3-7733-4878-89de-ca4d821618f4";"7";"2";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_34467b72-2184-4e43-82fe-3908e21803af";"6";"3";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_610a311a-e90e-4103-85f0-6d31cc43a549";"6";"2";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_d4099118-b1f4-4b28-a6ef-de1fc01600ef";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_ec9cbd12-3f79-45ab-a6e0-23abdade4c1b";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_b0c56513-57fe-4ac0-86da-354a3c75e2d7";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_650bfba8-99a0-42b7-9498-b98bf71e2127";"6";"1";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_81624252-7b28-46c4-ba50-010713f4b386";"6";"2";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_a6d4233e-075d-4067-8fa4-928687848aff";"6";"2";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_9b3068bd-78f9-416f-a37a-8af8c539e4cb";"6";"1";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_6406811c-a233-4558-aa05-22b9f669ce32";"6";"2";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_28be2cdc-caa6-4966-a685-e24682b378cd";"6";"3";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_6f913af2-801d-4b4c-bd80-be95b10f273f";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_1c6f02d8-2603-47c3-896b-28f5b7e678d9";"6";"1";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_4963414c-ef36-44f2-b712-1a9b40256afe";"6";"2";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_de11aa59-b4ed-44c0-8604-7482924efd6a";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_2d791038-ae30-416f-90a3-4a9995e9e42d";"6";"2";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_7013ecdb-48de-4dd2-bebf-8f0a89616b65";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_dd27b112-7795-48cd-b5a7-60f9c1048dc7";"6";"2";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_b38027bf-46e7-48eb-9ac2-9f1c99a39b65";"6";"2";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_d1d9d0c4-f9c6-4680-9a9a-e6956e39ff55";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_35ee9176-b891-4ba3-a37a-0d84cfaeb3f9";"6";"2";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_d3cebfff-d37c-4dcf-aa53-42175d56388f";"6";"2";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_46046ad2-fa60-49ee-98b0-1abc6a7cf68c";"6";"3";"w_68ce2422-e2df-42d2-b501-0225ab49eb78";"customer_sale"
0;1;"c_68c0d8c9-98f4-420d-a183-7c0772dfd158";"6";"2";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_74975938-83f7-49fb-8bb7-0bd04f83dd07";"6";"1";"w_d0b28fe5-7717-4c51-b6fd-e1754988ea35";"customer_sale"
0;1;"c_f49d7674-de38-47d1-81ee-ce287af2af11";"6";"2";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_082c683d-5f4b-42bc-a825-b285d31d25fe";"6";"1";"w_b839a647-25eb-4e3e-9f6d-e92d5b5d09df";"customer_sale"
0;1;"c_aead33eb-1a2a-4320-aa5c-a845a6faf8a8";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_816a4c2a-89be-42fb-a362-7259b6b8c427";"6";"1";"w_b53b94da-ca86-4991-a04d-91118e3dde0a";"customer_sale"
0;1;"c_66ca27d2-be51-4a2f-aa46-49ee3d3ff954";"6";"1";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_c15d8269-c73b-42cd-b13a-3dbd4ec7eec5";"6";"1";"w_8a912f92-d7a8-4352-b86b-51cebacc1371";"customer_sale"
0;1;"c_5b003b82-4cae-4a1e-bd6d-b6c2af15d846";"6";"2";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_ecfc08ab-8f7c-4550-a788-174951b3781d";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_3751137e-f16d-4f1c-8339-24e2575f7b60";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_3a9a243e-1bb4-4047-917e-d721870a3309";"6";"1";"w_cbcc4e50-b51f-40a7-8c01-7fa55eb7ae77";"customer_sale"
0;1;"c_7dfb7c75-7b5b-4ae2-9483-08a87907a8bf";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_e79a2cac-272f-415c-8ea1-6f01121d07ef";"6";"3";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_f97aaa04-be04-453c-9849-0b562c8f5c25";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_3c838163-1880-4a14-98fa-f2fa2485bd7e";"6";"1";"w_b913d35d-8664-4bae-93dc-06c43d5fa769";"customer_sale"
0;1;"c_d0248668-c4f7-4882-aa51-d612f9ed7fae";"6";"2";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_f9c646ca-5a19-4dd8-819c-08940cb9bf0e";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_5661ea36-9176-4125-b569-1ffa643f7d63";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
0;1;"c_3320064a-2357-4203-be5f-6d0061ac06ee";"6";"1";"w_b5099cd3-98cc-46a9-a8c7-dd34a860b96d";"customer_sale"
